Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Weight Rank,Color Rank,Brand Rank,Operating System Rank,Memory Speed Rank,Screen Size Rank,Storage Rank
Game Garaj Slayer2,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,16,Intel Core i7,17.3,4800,Black,game,48315,1024,1,3,3,3,4,3,3,4,4,1
Msi Katana Gf76 11Ud,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,16,Intel Core i7,17.3,3200,Black,msi,54999,512,5,4,4,3,4,2,1,3,2,2
Msi Vector 17 Hx,2.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i9,17.0,5600,Black,msi,169000,2048,3,3,4,2,2,3,1,2,2,3
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,39399,500,3,3,5,2,3,2,2,4,2,2
Monster Tulpar T5 V23,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,49900,500,2,4,3,3,2,3,3,4,3,2
Monster Tulpar T6 V1,3.0,Nvidia GeForce RTX 4080,FreeDos,32,Intel Core i9,16.0,5600,Black,monster,114399,1024,4,3,3,2,3,3,2,2,3,2
Game Garaj Slayer3,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,52120,1024,3,3,3,2,3,2,4,3,3,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,42499,1024,2,4,2,2,4,1,3,3,4,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,67723,1024,4,4,4,3,1,2,2,4,3,4
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,143399,1024,3,3,3,3,4,3,1,3,4,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,casper,39165,1024,3,5,3,3,1,4,4,3,2,2
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,4,2,3,3,2,1,3,3,3,5
Acer Nitro V 15,4.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,5600,Black,acer,35999,1024,1,3,4,1,2,3,5,4,3,4
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,129499,1024,3,2,2,4,3,3,3,1,4,4
Hp Victus 16 S1026N,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Dark Grey,hp,40999,512,4,3,3,2,3,3,3,3,3,3
Hp Victus 16 7Z586E,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,41899,512,2,3,5,3,2,3,5,4,3,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,47999,2048,2,2,3,3,3,2,4,4,1,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,42899,1024,3,3,2,3,3,2,2,4,3,4
Asus Rog Strix Scar 18 ,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,18.0,4800,Black,asus,209999,2048,3,2,3,2,4,3,5,4,3,4
Game Garaj Slayer2.1,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,64,Intel Core i7,17.3,4800,Black,game,53548,1024,3,3,3,2,3,3,3,4,2,4
Game Garaj Slayer2.5,3.0,Nvidia GeForce RTX 3060,FreeDos,16,Intel Core i7,17.3,4800,Black,game,42356,500,3,1,4,3,4,3,1,4,3,3
Acer Nitro V 15,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,5600,Black,acer,39999,1024,3,3,3,4,2,2,3,4,4,2
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3080,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,65000,1024,5,2,5,2,2,2,4,4,3,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,66699,1024,2,1,3,2,4,2,2,3,4,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,46499,2048,2,3,3,2,2,1,4,3,3,2
Dell Gaming G15 5511,3.0,Nvidia GeForce RTX 3050,Ubuntu,8,Intel Core i7,15.6,3200,Dark Grey,dell,77957,512,3,3,1,3,3,3,4,3,2,3
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,98616,512,3,3,2,2,2,4,3,5,4,4
Lenovo Ideapad Gaming 3,3.0,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 5,15.6,3200,Black,lenovo,54990,512,2,4,2,4,2,3,4,3,3,3
Game Garaj Slayer,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,8,Intel Core i5,15.6,3200,Black,game,126231,256,2,3,4,2,4,2,4,2,4,2
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,49199,2048,3,2,2,3,4,4,4,4,3,3
Game Garaj Slayer3,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,17.3,4800,Black,game,64471,1024,3,3,3,3,3,3,5,4,3,3
Casper Excalibur G911 1490,4.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,137299,4096,4,3,2,2,3,2,4,4,2,3
Casper Excalibur G911 1490,4.0,Nvidia GeForce RTX 4090,Windows 11 Home,64,Intel Core i9,16.0,4800,Grey,casper,147799,2048,2,2,3,3,3,4,3,3,3,3
Casper Excalibur G911 1390,4.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,125799,4096,3,3,4,2,3,2,2,2,3,2
Casper Excalibur G911 1390,4.0,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,133699,2048,3,2,3,3,3,4,3,3,3,4
Casper Excalibur G870 1270,4.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,63670,2048,4,4,2,3,4,3,1,2,3,2
Casper Excalibur G870 1245,4.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,47099,1024,3,3,3,3,3,2,4,3,3,2
Asus Tuf Gaming Fa506,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,8,AMD Ryzen 5,15.6,3200,"Dark Grey, Black",asus,43500,512,3,4,2,2,2,2,2,3,5,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,3200,Black,casper,35099,1024,3,4,3,3,5,4,3,3,3,4
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,38199,1024,4,2,3,3,3,1,2,4,3,3
Asus Tuf Gaming Fa617,5.0,AMD Radeon RX 7600S,FreeDos,16,AMD Ryzen 7,16.0,4800,Black,asus,40999,512,3,2,2,3,3,4,4,2,3,4
Lenovo Ideapad Gaming 3 ,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,38818,256,3,4,2,3,4,3,4,4,3,5
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,45999,1024,3,4,4,3,3,2,4,4,3,3
Monster Abra A5 V20,4.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42399,1024,2,3,4,3,2,3,2,4,4,2
Casper Excalibur G770 1245,3.5,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,38999,2048,3,4,3,2,4,3,3,3,3,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,64,12700H,15.6,3200,Grey,casper,66798,2048,2,4,3,3,4,3,4,3,3,2
Casper Excalibur G911 1490,3.5,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,146099,2048,4,3,2,4,3,3,4,3,2,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,36499,1024,3,3,2,3,3,2,2,3,1,2
Casper Excalibur G911 1390,2.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,114399,1024,3,3,3,3,3,3,3,4,3,4
Msi Raider Ge78 ,3.0,Nvidia GeForce RTX 4080,Windows 11 Pro,64,Intel Core i9,17.0,5200,Black,msi,269566,2048,4,3,3,3,3,3,4,1,2,2
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,55799,1024,2,4,2,4,3,4,3,3,3,3
Msi Thin Gf63 12Vf,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,msi,49500,512,3,4,4,3,4,3,4,3,2,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.3,3200,Black,monster,69298,1024,2,4,3,3,3,3,2,4,3,2
Monster Abra A5 V20,4.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39399,1024,2,1,4,2,2,3,3,5,3,3
Acer Nitro V15,3.0,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,acer,43199,512,3,2,3,3,3,1,4,4,3,4
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i7,15.6,3200,Black,monster,46699,500,3,2,4,3,3,3,3,3,2,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,48499,2048,3,2,2,2,2,4,3,2,3,3
