Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Storage Rank,Memory Speed Rank,Screen Size Rank,Weight Rank,Brand Rank,Operating System Rank,Color Rank
CASPER EXCALIBUR G770 1245 EFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i5,15.6,3200,Black,casper,44799,1024,4,1,1,5,2,4,1,1,1,5
CASPER EXCALIBUR G870 1342 BVB0P B,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i5,15.6,3200,Grey,casper,40361,512,3,1,2,5,3,1,2,2,1,5
MONSTER SEMRUK S7 V9 1,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.0,4800,Black,monster,95999,1024,3,1,1,3,5,4,1,3,5,5
MONSTER ABRA A5 V20 2 6,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,3200,Black,monster,38899,500,2,1,5,1,5,5,5,3,5,4
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,47499,2048,4,2,1,5,2,4,4,5,1,2
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,47499,2048,3,1,1,5,1,2,5,3,5,1
MONSTER SEMRUK S7 V9 1 2,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.0,4800,Black,monster,103999,2048,4,4,3,5,3,2,4,4,5,2
MONSTER ABRA A5 V20 4 3,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,40199,500,5,3,2,2,5,5,2,4,2,5
CASPER EXCALIBUR G870 1270 DXB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46128,2048,1,4,1,5,5,1,2,2,1,1
CASPER EXCALIBUR G770 1245 DFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,41499,1024,5,5,1,3,2,3,1,1,3,3
CASPER EXCALIBUR G870 1270 EFA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,45299,1024,1,1,3,2,2,1,2,1,2,5
DELL GAMING ALIENWARE M16 R1 AWM16I7X60WH,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,16.0,4800,Black,dell,74599,512,1,1,4,5,1,1,2,5,5,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,46999,2048,5,1,2,4,2,2,5,5,5,1
CASPER EXCALIBUR G911 1390 DN90X C,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,122099,4096,1,1,5,1,3,5,5,2,5,5
ASUS TUF GAMING F15 FX507ZC4 HN205,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,asus,31008,512,5,4,5,3,2,5,1,5,4,4
CASPER EXCALIBUR G911 1290 DF80X C,3.0,Nvidia GeForce RTX 3080Ti,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,83495,1024,1,2,5,1,1,4,1,1,3,5
MONSTER TULPAR T7 V20 7 3,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,66148,500,3,4,1,4,1,5,1,1,4,4
MONSTER TULPAR T7 V20 6 3,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,57299,500,4,4,2,1,5,3,5,3,5,1
CASPER EXCALIBUR G870 1270 DXA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46000,2048,3,2,1,5,3,1,2,1,2,2
MONSTER ABRA A5 V20 2,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39699,500,4,4,2,2,4,5,4,4,5,1
CASPER EXCALIBUR G911 1390 EX90H C,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16.0,4800,Grey,casper,137799,2048,1,3,2,2,5,1,5,1,3,2
CASPER EXCALIBUR G770 1265 BXJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35999,2048,4,1,1,4,4,3,5,1,1,5
CASPER EXCALIBUR G870 1245 DXB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,46399,2048,4,1,3,5,1,5,2,2,1,3
CASPER EXCALIBUR G870 1270 BF70R B,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,16,Intel Core i7,15.6,3200,Grey,casper,59324,1024,5,4,2,5,1,1,5,1,1,3
CASPER EXCALIBUR G770 1265 EXJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,40599,2048,3,1,3,5,5,4,5,1,1,1
LENOVO LEGION PRO 7,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,5600,Black,lenovo,154999,1024,3,1,3,5,5,5,4,5,2,2
MSI KATANA A17 AI B8VF 855XTR,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,17.3,5600,Black,msi,65623,1024,3,1,2,5,5,2,1,3,4,3
MSI CREATOR Z17 HX STUDIO A14VGT 255TR,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,64,Intel Core i9,17.0,5200,Grey,msi,311999,2048,1,4,1,1,4,1,4,3,2,4
MSI STEALTH 14 AI STUDIO A1VFG 063TR,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,14.0,5600,Dark Blue,msi,96908,1024,1,4,5,5,1,5,3,1,5,4
CASPER EXCALIBUR G870 1245 DVB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,42899,512,4,1,3,5,1,5,2,2,5,3
GAME GARAJ SLAYER4 7 4060 C4,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,16.0,4800,Black,game,61011,2048,3,1,1,4,5,1,2,1,4,2
LENOVO LOQ 15IRH8,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,37800,512,3,3,4,3,5,1,4,3,2,2
MONSTER ABRA A5 V20 2 7,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,40799,500,3,2,5,2,4,5,4,1,2,4
LENOVO LOQ 15IAX9,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,44726,512,5,1,4,5,1,1,2,4,1,1
CASPER EXCALIBUR G870 1270 EFB0R B,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,3200,Grey,casper,50933,1024,1,4,3,1,2,3,2,1,5,3
CASPER EXCALIBUR G770 1265 BVJ0A B,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i7,15.6,3200,Black,casper,37799,512,1,5,2,2,5,4,1,2,3,5
CASPER EXCALIBUR G870 1245 EFA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,43899,1024,5,1,1,1,4,1,5,1,3,5
MONSTER ABRA A5 V20 2 3,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42699,500,3,2,5,5,5,1,1,1,5,5
MONSTER MARKUT M7 V6 1 2,3.0,Nvidia GeForce RTX 3500,FreeDos,64,Intel Core i9,17.0,4000,Black,monster,228499,2048,1,5,2,5,1,5,2,5,4,1
CASPER EXCALIBUR G770 1245 BVJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,casper,30699,512,3,1,2,5,3,5,5,1,4,3
CASPER EXCALIBUR G911 1390 DX90X C,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,116799,2048,1,1,3,4,5,5,2,3,2,1
CASPER EXCALIBUR G911 1490 DN90X D,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,133499,4096,1,1,1,1,1,4,1,1,1,1
CASPER EXCALIBUR G870 1270 BFB0A B,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,46608,1024,1,4,5,5,4,5,2,1,1,1
LENOVO IDEAPAD GAMING 3,3.0,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,54998,512,3,2,2,5,2,5,4,5,5,2
LENOVO YOGA PRO 7,1.5,Nvidia GeForce RTX 3050,Windows 11 Home,16,AMD Ryzen 7,14.5,6400,Blue,lenovo,62999,1024,1,3,2,5,5,3,3,3,5,5
ACER NITRO 5 AN515 46,3.0,Nvidia GeForce RTX 3050,FreeDos,8,AMD Ryzen 5,15.6,4800,Black,acer,38499,512,5,5,5,5,2,4,4,5,5,4
MONSTER TULPAR T7 V20 7 8,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,5,5,1,5,4,4,5,1,5,3
ACER NITRO 5 AN515 57,3.0,Nvidia GeForce RTX 3060,Linux,16,Intel Core i5,15.6,3200,Black,acer,50599,512,3,4,5,3,2,5,1,3,5,3
MSI CROSSHAIR 16 HX D14VFKG 245TR,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,16.0,5600,Grey,msi,158999,1024,1,1,1,3,4,1,1,1,1,2
GAME GARAJ SLAYER2 D5 7XL 3060 C2,4.0,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,17.3,4800,Black,game,44167,1024,3,1,5,3,5,5,1,4,3,3
GAME GARAJ SLAYER2 D5 10XL 3070TI C3,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,16,Intel Core i7,17.3,4800,Black,game,48315,1024,1,4,5,1,4,4,1,5,2,1
MSI KATANA GF76 11UD 059XTR,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,16,Intel Core i7,17.3,3200,Black,msi,54999,512,3,2,5,1,3,5,4,3,3,5
MSI VECTOR 17 HX A14VGG 229TR,2.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i9,17.0,5600,Black,msi,169000,2048,2,3,3,2,2,4,3,1,4,2
MONSTER ABRA A5 V20 4 7,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,39399,500,5,2,5,4,1,1,2,3,2,3
MONSTER TULPAR T5 V23 3,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,49900,500,4,3,1,5,5,5,1,3,3,5
MONSTER TULPAR T6 V1 2 2,3.0,Nvidia GeForce RTX 4080,FreeDos,32,Intel Core i9,16.0,5600,Black,monster,114399,1024,2,2,1,3,5,5,2,4,4,5
GAME GARAJ SLAYER3 7XL 4060 V2 C3,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,52120,1024,4,4,4,1,5,3,2,3,5,4
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,42499,1024,2,1,1,3,1,3,4,3,5,1
MONSTER TULPAR T7 V20 7 1,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,67723,1024,1,5,2,5,3,2,2,3,5,5
CASPER EXCALIBUR G911 1490 DF90H D,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,143399,1024,4,5,1,2,1,4,1,4,4,1
CASPER EXCALIBUR G770 1265 BFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,casper,39165,1024,5,1,5,5,2,1,1,1,2,5
MONSTER TULPAR T7 V20 7 9,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,1,2,1,5,2,3,1,1,1,1
ACER NITRO V 15,4.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,5600,Black,acer,35999,1024,4,2,3,2,5,5,4,5,3,1
CASPER EXCALIBUR G911 1490 EF90X D,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,129499,1024,3,4,1,5,5,4,5,1,3,4
HP VICTUS 16 S1026NT 9Z796EA,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Dark Grey,hp,40999,512,1,5,5,3,1,4,1,3,1,5
HP VICTUS 7Z586EA 16 S0015NT,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,41899,512,3,5,4,3,4,1,4,5,2,4
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,47999,2048,3,3,1,4,2,3,5,2,5,4
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,42899,1024,3,3,1,3,4,2,5,5,1,5
ASUS ROG STRIX SCAR 18 G834JY N6035,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,18.0,4800,Black,asus,209999,2048,1,5,1,4,2,5,5,5,1,1
GAME GARAJ SLAYER2 D5 10XL 3070TI C4,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,64,Intel Core i7,17.3,4800,Black,game,53548,1024,3,1,1,5,2,4,4,1,1,1
GAME GARAJ SLAYER2 D5 7XL 3060 C1,3.0,Nvidia GeForce RTX 3060,FreeDos,16,Intel Core i7,17.3,4800,Black,game,42356,500,1,4,4,4,4,5,5,3,5,5
ACER NITRO V 15,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,5600,Black,acer,39999,1024,4,4,3,5,4,1,5,5,1,5
ACER NITRO 5 AN515 45,3.0,Nvidia GeForce RTX 3080,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,65000,1024,4,2,4,5,1,3,4,3,1,2
MONSTER TULPAR T7 V20 6 9,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,17.3,3200,Black,monster,66699,1024,1,2,1,5,1,5,5,3,2,1
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,46499,2048,3,3,5,4,3,1,5,3,5,3
DELL GAMING G15 5511,3.0,Nvidia GeForce RTX 3050,Ubuntu,8,Intel Core i7,15.6,3200,Dark Grey,dell,77957,512,4,4,3,3,5,5,4,5,1,1
ACER NITRO 5 AN515 45,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,98616,512,1,5,5,1,2,5,2,5,4,4
LENOVO IDEAPAD GAMING 3,3.0,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 5,15.6,3200,Black,lenovo,54990,512,3,1,4,5,1,5,1,5,2,1
GAME GARAJ SLAYER 5 3050TI C1,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,8,Intel Core i5,15.6,3200,Black,game,126231,256,4,5,3,3,1,5,2,1,1,1
CASPER EXCALIBUR G870 1270 EXA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,49199,2048,5,1,2,4,3,2,2,1,4,5
GAME GARAJ SLAYER3 QHD 10XL 4070 C2,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,17.3,4800,Black,game,64471,1024,1,3,3,5,3,3,2,1,1,5
CASPER EXCALIBUR G911 1490 EN90X D,4.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,137299,4096,1,2,1,1,2,5,3,3,3,5
CASPER EXCALIBUR G911 1490 EX90A D,4.0,Nvidia GeForce RTX 4090,Windows 11 Home,64,Intel Core i9,16.0,4800,Grey,casper,147799,2048,2,4,1,2,4,4,1,1,3,4
CASPER EXCALIBUR G911 1390 EN90X C,4.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,125799,4096,2,2,4,2,5,5,4,1,2,1
CASPER EXCALIBUR G911 1390 DX90H C,4.0,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,133699,2048,1,5,3,4,4,1,1,1,5,2
CASPER EXCALIBUR G870 1270 DX70R B,4.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,63670,2048,4,1,3,5,4,2,3,4,2,4
CASPER EXCALIBUR G870 1245 EFB0X B,4.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,47099,1024,3,2,1,5,4,2,1,2,2,1
ASUS TUF GAMING FA506IEB HN041,3.0,Nvidia GeForce RTX 3050 Ti,FreeDos,8,AMD Ryzen 5,15.6,3200,"Dark Grey, Black",asus,43500,512,5,2,3,5,5,4,4,3,2,2
CASPER EXCALIBUR G770 1265 DFJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,3200,Black,casper,35099,1024,1,1,1,5,1,1,2,2,2,2
CASPER EXCALIBUR G770 1265 EFJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,38199,1024,4,4,1,5,2,5,1,1,5,4
ASUS TUF GAMING FA617NSR N3003,5.0,AMD Radeon RX 7600S,FreeDos,16,AMD Ryzen 7,16.0,4800,Black,asus,40999,512,5,1,1,5,5,1,2,3,2,4
LENOVO IDEAPAD GAMING 3 15IHU6,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,lenovo,38818,256,5,1,5,4,5,4,5,3,4,2
MONSTER ABRA A5 V20 3 4,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,45999,1024,3,5,5,2,4,3,4,4,5,5
MONSTER ABRA A5 V20 4 1,4.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42399,1024,5,2,4,5,1,5,1,1,2,5
CASPER EXCALIBUR G770 1245 EXJ0X B,3.5,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,38999,2048,5,3,4,5,3,4,1,1,2,5
CASPER EXCALIBUR G870 1270 EX70R B,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,64,12700H,15.6,3200,Grey,casper,66798,2048,5,2,1,4,2,5,1,2,4,5
CASPER EXCALIBUR G911 1490 DX90H D,3.5,Nvidia GeForce RTX 4090,Windows 11 Pro,32,Intel Core i9,16.0,4800,Grey,casper,146099,2048,4,3,1,4,3,5,1,1,3,4
CASPER EXCALIBUR G770 1245 EFJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,36499,1024,4,5,2,5,4,2,5,1,1,1
CASPER EXCALIBUR G911 1390 DF90X C,2.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,114399,1024,1,2,1,3,4,5,5,1,2,1
MSI RAIDER GE78 HX 14VHG 659TR,3.0,Nvidia GeForce RTX 4080,Windows 11 Pro,64,Intel Core i9,17.0,5200,Black,msi,269566,2048,2,1,1,5,3,1,2,3,3,4
MONSTER TULPAR T7 V20 6 4,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,55799,1024,1,4,4,3,4,4,5,3,1,2
MSI THIN GF63 12VF 1201XTR,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Black,msi,49500,512,5,2,5,5,1,4,4,1,5,4
MONSTER TULPAR T7 V20 7 2,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.3,3200,Black,monster,69298,1024,3,1,4,2,5,4,1,1,2,3
MONSTER ABRA A5 V20 4 4,4.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39399,1024,3,1,1,1,4,3,1,3,1,5
ACER NITRO V15 ANV15 41,3.0,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,acer,43199,512,1,3,5,5,1,5,5,5,5,1
MONSTER ABRA A5 V20 3 7,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i7,15.6,3200,Black,monster,46699,500,1,1,2,2,2,5,2,1,5,3
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,48499,2048,3,5,1,5,1,5,5,1,1,3
